VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,yderkom
348,243,København Amagerbro,6,Reberbanegade 3,2300,"01Jan1913 0:00:00,000",,1084,101,1084,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,,1913,2025,2008,POINT (12.603788 55.662829),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
349,341,København Apoteket R,6,Tuborgvej 269,2400,"01Jan1935 0:00:00,000",,1084,101,1084,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,,1935,2025,2008,POINT (12.53244 55.71175),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
352,242,København Apoteket S,6,Nørrebrogade 224,2200,"01Jan1913 0:00:00,000",,1084,101,1084,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,,1913,2025,2008,POINT (12.540203 55.700139),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
353,232,København Apoteket T,6,Ndr. Frihavnsgade 3,2100,"01Jan1909 0:00:00,000",,1084,101,1084,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069,1909-01-01,,1909,2025,2008,POINT (12.578069 55.700024),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
358,029,København Christians,6,Torvegade 47,1400,01-01-1753 00:00,,1084,101,1084,"Torvegade 47, 1400 Denmark",55.672344,12.591926,1753-01-01,,1753,2025,2008,POINT (12.591926 55.672344),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
361,309,København Enghave Ap,13,Enghave Plads 25,1670,"01Jan1922 0:00:00,000",,1084,101,1084,"Enghave Plads 25, 1670 Denmark",55.666133,12.544116,1922-01-01,,1922,2025,2008,POINT (12.544116 55.666133),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
367,334,København Grøndalsa,13,Godthåbsvej 187A,2720,"01Jan1935 0:00:00,000",,1084,101,1084,"Godthåbsvej 187A, 2720 Denmark",55.6908748,12.5159263,1935-01-01,,1935,2025,2008,POINT (12.5159263 55.6908748),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
371,341-2,København Hamlets Ap,7,Hamletsgade 2,2200,"01Jun2009 0:00:00,000",,1084,101,1084,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009,2025,2009,POINT (12.547708 55.703088),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
374,322,København Husum Apot,6,Frederikssundsvej 320,2700,"01Jan1929 0:00:00,000",,1084,101,1084,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929,2025,2008,POINT (12.47255 55.711998),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
375,029-1,København Islands Br,7,Islands Brygge 3-5,2300,"01Feb2003 0:00:00,000",,1084,101,1084,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003,2025,2008,POINT (12.5797902 55.6695424),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
379,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
382,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
384,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
389,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
392,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900,2025,2008,POINT (12.550866 55.6726557),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2011,37041854.164,13283735.603,35.55,0.1039358893,0.1764684455,185214.51431,0.5256724657,0.7025419352,0.780968585,549050,0
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2011,35341227.6,12728116.41,38.91,0.1621513745,0.1717208003,209206.77701,0.5189916539,0.7372132183,0.83429018,100215,0
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2011,35341227.6,12728116.41,38.91,0.1621513745,0.1717208003,209206.77701,0.5189916539,0.7372132183,0.83429018,100215,0
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2011,35341227.6,12728116.41,38.91,0.1621513745,0.1717208003,209206.77701,0.5189916539,0.7372132183,0.83429018,100215,0
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2011,35341227.6,12728116.41,38.91,0.1621513745,0.1717208003,209206.77701,0.5189916539,0.7372132183,0.83429018,100215,0
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2011,35341227.6,12728116.41,38.91,0.1621513745,0.1717208003,209206.77701,0.5189916539,0.7372132183,0.83429018,100215,0
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2011,31677825.05,11534573.52,40.44,0.1940659249,0.2227986832,173036.57884,0.4609924636,0.7334478563,0.8650550093,47994,0
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2011,31677825.05,11534573.52,40.44,0.1940659249,0.2227986832,173036.57884,0.4609924636,0.7334478563,0.8650550093,47994,0
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2011,31677825.05,11534573.52,40.44,0.1940659249,0.2227986832,173036.57884,0.4609924636,0.7334478563,0.8650550093,47994,0
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2011,,,40.74,0.1848667997,0.2137659899,155415.69805,0.4482079906,0.6918644399,0.7315511163,34084,0
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2011,,,40.74,0.1848667997,0.2137659899,155415.69805,0.4482079906,0.6918644399,0.7315511163,34084,0
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2011,,,42.89,0.2188869413,0.2299883143,211344.19641,0.4894177957,0.8031632111,0.9310142805,13692,0
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2011,33201141.75,12040880.123,40.66,0.1823687752,0.2347762793,276404.05535,0.501839303,0.7797320132,0.8744710275,72814,0
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2011,33201141.75,12040880.123,40.66,0.1823687752,0.2347762793,276404.05535,0.501839303,0.7797320132,0.8744710275,72814,0
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2011,33201141.75,12040880.123,40.66,0.1823687752,0.2347762793,276404.05535,0.501839303,0.7797320132,0.8744710275,72814,0
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2011,33201141.75,12040880.123,40.66,0.1823687752,0.2347762793,276404.05535,0.501839303,0.7797320132,0.8744710275,72814,0
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2011,42112411.35,15179109.06,39.15,0.1624887065,0.2300200603,187117.46404,0.4909755049,0.7502903307,0.8442200258,65303,0
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2011,42112411.35,15179109.06,39.15,0.1624887065,0.2300200603,187117.46404,0.4909755049,0.7502903307,0.8442200258,65303,0
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2011,42112411.35,15179109.06,39.15,0.1624887065,0.2300200603,187117.46404,0.4909755049,0.7502903307,0.8442200258,65303,0
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2011,,,40.55,0.1853117783,0.2030484988,182615.85482,0.4979393378,0.7614324652,0.8611715675,21650,0
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2011,,,40.80,0.184192724,0.2191446182,175472.87795,0.4809053932,0.7502050603,0.8502937632,26608,0
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2011,,,37.78,0.152670112,0.2347473442,155526.47222,0.4546862618,0.6861661473,0.7366904402,27864,0
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2011,,,39.51,0.1689920949,0.2200592885,174141.00019,0.4873480379,0.7473356872,0.8449887142,50600,0
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2011,,,39.51,0.1689920949,0.2200592885,174141.00019,0.4873480379,0.7473356872,0.8449887142,50600,0
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2011,,,38.64,0.1576090348,0.2332522202,173709.9251,0.4790394196,0.7263150694,0.780450689,48081,0
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2011,,,38.64,0.1576090348,0.2332522202,173709.9251,0.4790394196,0.7263150694,0.780450689,48081,0
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2011,35004342.5,12536625.81,41.18,0.1936865035,0.2157330379,224994.03778,0.4896859635,0.7662582169,0.8854623891,53251,0
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2011,35004342.5,12536625.81,41.18,0.1936865035,0.2157330379,224994.03778,0.4896859635,0.7662582169,0.8854623891,53251,0
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2011,35004342.5,12536625.81,41.18,0.1936865035,0.2157330379,224994.03778,0.4896859635,0.7662582169,0.8854623891,53251,0
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2011,,,40.72,0.1868882683,0.2103408074,171820.46398,0.4818455856,0.7469494349,0.8464003476,36883,0
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2011,,,37.38,0.1370512638,0.2380139422,157324.2349,0.4618674269,0.6841865411,0.6637681159,21087,0
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2011,,,40.92,0.1806274453,0.2192899322,180726.17569,0.4943426527,0.7702439815,0.8952234956,41151,0
679,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2011,,,40.92,0.1806274453,0.2192899322,180726.17569,0.4943426527,0.7702439815,0.8952234956,41151,0
696,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323),2011,,,38.92,0.17082046,0.2430484037,197405.5164,0.5098686473,0.8010557185,0.8240836256,14565,0
134,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2011,,,40.87,0.1926888581,0.2506079544,220505.91248,0.4886345781,0.7918645662,0.8826271408,38243,0
744,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2011,,,40.87,0.1926888581,0.2506079544,220505.91248,0.4886345781,0.7918645662,0.8826271408,38243,0
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2011,,,40.05,0.1796364846,0.2631535166,226807.43276,0.5072041309,0.826733413,0.9352044641,24043,0
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2011,26612130.25,9624056.9,41.04,0.1811702262,0.2374826235,203640.61035,0.4922632765,0.7668350902,0.8611948236,39565,0
271,154,Humlebæk Apotek,6,Humlebæk Center 23,3050,01-01-1893 00:00,,1084,210,1084,"Humlebæk Center 23, 3050 Denmark",55.964006,12.529982,1893-01-01,,1893,2025,2008,POINT (12.529982 55.964006),2011,26612130.25,9624056.9,41.04,0.1811702262,0.2374826235,203640.61035,0.4922632765,0.7668350902,0.8611948236,39565,0
