VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,yderkom
479,079-1,Nivå Apotek,7,Nivå Center 75,2990,01.01.1992,,1084,210,1084,"Nivå Center 75, 2990 Denmark",55.93464,12.504554,1992-01-01,,1992,2025,2008,POINT (12.504554 55.93464),2011,26612130.25,9624056.9,41.04,0.1811702262,0.2374826235,203640.61035,0.4922632765,0.7668350902,0.8611948236,39565,0
128,154-1,Espergærde Apotek,7,Nørremarken 3,3060,01.01.1992,,1084,217,1084,"Nørremarken 3, 3060 Denmark",55.996762,12.5432234,1992-01-01,,1992,2025,2008,POINT (12.5432234 55.996762),2011,32910831.825,12091276.508,41.82,0.201388776,0.2225619176,178059.70335,0.470398383,0.7397957741,0.8865651692,61493,0
224,364,Helsingør Axeltorvs,6,Groskenstræde 2 A,3000,"01Jan1968 0:00:00,000",,1084,217,1084,"Groskenstræde 2 A, 3000 Denmark",56.0367464,12.6107202,1968-01-01,,1968,2025,2008,POINT (12.6107202 56.0367464),2011,32910831.825,12091276.508,41.82,0.201388776,0.2225619176,178059.70335,0.470398383,0.7397957741,0.8865651692,61493,0
225,238,Helsingør Stengades,6,Stengade 46,3000,"01Jan1912 0:00:00,000",,1084,217,1084,"Stengade 46, 3000 Denmark",56.0356385,12.6154715,1912-01-01,,1912,2025,2008,POINT (12.6154715 56.0356385),2011,32910831.825,12091276.508,41.82,0.201388776,0.2225619176,178059.70335,0.470398383,0.7397957741,0.8865651692,61493,0
257,113-1,Hornbæk Apotek,7,Sauntevej 2,3100,01.01.1992,,1084,217,1084,"Sauntevej 2, 3100 Denmark",56.0806998,12.4792214,1992-01-01,,1992,2025,2008,POINT (12.4792214 56.0806998),2011,32910831.825,12091276.508,41.82,0.201388776,0.2225619176,178059.70335,0.470398383,0.7397957741,0.8865651692,61493,0
234,044,Hillerød Frederiksbo,6,Slotsgade 26,3400,01-01-1792 00:00,,1084,219,1084,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792,2025,2008,POINT (12.299802 55.930404),2011,,,39.36,0.168226044,0.2461465054,197390.10232,0.5069418464,0.7917715907,0.9057031218,48203,0
235,367,Hillerød Krone Apote,6,Helsingørsgade 10,3400,"01Jan1998 0:00:00,000",,1084,219,1084,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998,2025,2008,POINT (12.3050612 55.9303626),2011,,,39.36,0.168226044,0.2461465054,197390.10232,0.5069418464,0.7917715907,0.9057031218,48203,0
294,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970,01-01-1840 00:00,,1084,223,1084,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840,2025,2008,POINT (12.49756 55.882527),2011,,,44.20,0.2469525959,0.2209316643,258155.76732,0.4766896892,0.7880216383,0.9088554514,24365,0
71,346,Birkerød Apotek,6,Teglporten 27,3460,"01Jan1938 0:00:00,000",,1084,230,1084,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,,1938,2025,2008,POINT (12.431699 55.838563),2011,34326953.75,12514660.18,41.99,0.2137470254,0.2394654951,252958.02281,0.4802020202,0.7847100767,0.8992102847,54630,0
255,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840,"01Jan1919 0:00:00,000",,1084,230,1084,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919,2025,2008,POINT (12.471571 55.811887),2011,34326953.75,12514660.18,41.99,0.2137470254,0.2394654951,252958.02281,0.4802020202,0.7847100767,0.8992102847,54630,0
494,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850,01-01-1873 00:00,,1084,230,1084,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873,2025,2008,POINT (12.5385 55.816),2011,34326953.75,12514660.18,41.99,0.2137470254,0.2394654951,252958.02281,0.4802020202,0.7847100767,0.8992102847,54630,0
620,369,Stenløse Apotek,13,Egedal Centret 2,3660,"01Jun2004 0:00:00,000",,1084,240,1084,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,,2004,2025,2008,POINT (12.194889 55.76822),2011,,,38.74,0.1591066689,0.262882284,208310.11162,0.5187339893,0.8237363911,0.9342335225,41821,0
157,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600,01-01-1815 00:00,,1084,250,1084,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515,12.06505,1815-01-01,,1815,2025,2008,POINT (12.06505 55.836515),2011,,,41.49,0.1982185139,0.2283008231,180564.35393,0.4915866742,0.7813951657,0.9390852626,44345,0
589,130,Skibby Apotek,6,Hovedgaden 40,4050,01-01-1876 00:00,,1084,250,1084,"Hovedgaden 40, 4050 Denmark",55.751455,11.959362,1876-01-01,,1876,2025,2008,POINT (11.959362 55.751455),2011,,,41.49,0.1982185139,0.2283008231,180564.35393,0.4915866742,0.7813951657,0.9390852626,44345,0
179,370,Greve Apotek,6,Greve Midtby Center 14 B,2670,"27Jun2005 0:00:00,000",,1085,253,1085,"Greve Midtby Center 14 B, 2670 Denmark",55.5822503,12.2952687,2005-06-27,,2005,2025,2008,POINT (12.2952687 55.5822503),2011,,,40.43,0.1824913437,0.2382253556,194272.13307,0.5022360612,0.7852559481,0.8859190838,47942,0
274,365,Hundige Apotek,6,Over Bølgen 19H,2670,"01Jan1976 0:00:00,000",,1085,253,1085,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,,1976,2025,2008,POINT (12.3268903 55.5970596),2011,,,40.43,0.1824913437,0.2382253556,194272.13307,0.5022360612,0.7852559481,0.8859190838,47942,0
76,180,Borup Apotek,6,Hovedgaden 15,4140,01-01-1899 00:00,,1085,259,1085,"Hovedgaden 15, 4140 Denmark",55.494647,11.97249,1899-01-01,,1899,2025,2008,POINT (11.97249 55.494647),2011,26669543.512,9605926.4025,39.75,0.1730155129,0.2389585914,179280.17324,0.483951049,0.7524528751,0.9109615385,57307,0
410,368,Køge Boholte Apotek,6,Marksvinget 31,4600,"01Jan1999 0:00:00,000",,1085,259,1085,"Marksvinget 31, 4600 Denmark",55.4495706,12.172474,1999-01-01,,1999,2025,2008,POINT (12.172474 55.4495706),2011,26669543.512,9605926.4025,39.75,0.1730155129,0.2389585914,179280.17324,0.483951049,0.7524528751,0.9109615385,57307,0
412,014,Køge Torvets Apotek,6,Brogade 1,4600,19.11.1979,,1085,259,1085,"Brogade 1, 4600 Denmark",55.4545499,12.1812478,1979-11-19,,1979,2025,2008,POINT (12.1812478 55.4545499),2011,26669543.512,9605926.4025,39.75,0.1730155129,0.2389585914,179280.17324,0.483951049,0.7524528751,0.9109615385,57307,0
749,368-1,Ølby Apotek,7,Ølby Center 25,4600,01.01.1992,,1085,259,1085,"Ølby Center 25, 4600 Denmark",55.458,12.1821,1992-01-01,,1992,2025,2008,POINT (12.1821 55.458),2011,26669543.512,9605926.4025,39.75,0.1730155129,0.2389585914,179280.17324,0.483951049,0.7524528751,0.9109615385,57307,0
158,080,Frederiksværk Apotek,6,Nørregade 4,3300,11-12-1857 00:00,,1084,260,1084,"Nørregade 4, 3300 Denmark",55.973217,12.021654,1857-11-12,,1857,2025,2008,POINT (12.021654 55.973217),2011,,,42.71,0.2088766946,0.2101355713,161510.6937,0.4593921759,0.7279452664,0.9158745554,30980,0
273,080-1,Hundested Apotek,6,Nørregade 54,3390,01.01.1992,,1084,260,1084,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,1992-01-01,,1992,2025,2008,POINT (11.8536231 55.9572481),2011,,,42.71,0.2088766946,0.2101355713,161510.6937,0.4593921759,0.7279452664,0.9158745554,30980,0
314,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040,"01Dec2001 0:00:00,000",,1085,265,1085,"Jyllinge Center 31, 4040 Denmark",55.7535209,12.1086079,2001-12-01,,2001,2025,2008,POINT (12.1086079 55.7535209),2011,47615946.55,17337973.3,39.92,0.1741703453,0.2239676678,194686.54089,0.499668511,0.763797661,0.9112814764,83137,0
546,017,Roskilde Dom Apotek,6,Algade 51,4000,01-01-1753 00:00,,1085,265,1085,"Algade 51, 4000 Denmark",55.640674,12.089246,1753-01-01,,1753,2025,2008,POINT (12.089246 55.640674),2011,47615946.55,17337973.3,39.92,0.1741703453,0.2239676678,194686.54089,0.499668511,0.763797661,0.9112814764,83137,0
548,170,Roskilde Svane Apotek,6,Skomagergade 19,4000,01-01-1898 00:00,,1085,265,1085,"Skomagergade 19, 4000 Denmark",55.640778,12.077801,1898-01-01,,1898,2025,2008,POINT (12.077801 55.640778),2011,47615946.55,17337973.3,39.92,0.1741703453,0.2239676678,194686.54089,0.499668511,0.763797661,0.9112814764,83137,0
213,370-1,Havdrup Apotek,7,Møllemarken 8,4622,"27Jun2005 0:00:00,000",,1085,269,1085,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,,2005,2025,2008,POINT (12.115263 55.543764),2011,,,39.81,0.1683210437,0.248912838,205098.69468,0.5158113994,0.8035743298,0.9388846809,21156,0
612,014-1,Solrød Apotek,7,Solrød Center 78,2680,01.01.1992,,1085,269,1085,"Solrød Center 78, 2680 Denmark",55.533005,12.21967,1992-01-01,,1992,2025,2008,POINT (12.21967 55.533005),2011,,,39.81,0.1683210437,0.248912838,205098.69468,0.5158113994,0.8035743298,0.9388846809,21156,0
167,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250,01-01-1869 00:00,,1084,270,1084,"Vesterbrogade 6 B, 3250 Denmark",56.1256179,12.3056349,1869-01-01,,1869,2025,2008,POINT (12.3056349 56.1256179),2011,,,43.13,0.2164618378,0.2151565155,177541.66375,0.4890051581,0.7699453078,0.9461980799,40603,0
223,191,Helsinge Apotek,6,Østergade 35,3200,"01Jan1901 0:00:00,000",,1084,270,1084,"Østergade 35, 3200 Denmark",56.0261355,12.2163846,1901-01-01,,1901,2025,2008,POINT (12.2163846 56.0261355),2011,,,43.13,0.2164618378,0.2151565155,177541.66375,0.4890051581,0.7699453078,0.9461980799,40603,0
47,216,Asnæs Apotek,6,Asnæs Centret 7,4550,"01Jan1905 0:00:00,000",,1085,306,1085,"Asnæs Centret 7, 4550 Denmark",55.811989,11.500561,1905-01-01,,1905,2025,2008,POINT (11.500561 55.811989),2011,,,45.40,0.245557598,0.187254902,141370.56297,0.4322044297,0.6834279535,0.9565003988,32640,0
488,062,Nykøbing Apotek,6,Algade 20,4500,01-01-1809 00:00,,1085,306,1085,"Algade 20, 4500 Denmark",55.922181,11.668122,1809-01-01,,1809,2025,2008,POINT (11.668122 55.922181),2011,,,45.40,0.245557598,0.187254902,141370.56297,0.4322044297,0.6834279535,0.9565003988,32640,0
248,026,Holbæk Elefant Apote,13,Ahlgade 32,4300,01-01-1753 00:00,,1085,316,1085,"Ahlgade 32, 4300 Denmark",55.71768,11.711049,1753-01-01,,1753,2025,2008,POINT (11.711049 55.71768),2011,51290560.6,18303704.67,40.26,0.1714614997,0.229820644,168555.92169,0.4865087271,0.7428151574,0.9261553121,69415,0
249,239,Holbæk Løve Apotek,6,Labæk 4-6,4300,"01Jan1913 0:00:00,000",,1085,316,1085,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,,1913,2025,2008,POINT (11.7184847 55.716936),2011,51290560.6,18303704.67,40.26,0.1714614997,0.229820644,168555.92169,0.4865087271,0.7428151574,0.9261553121,69415,0
313,116,Jyderup Apotek,6,Sølystvej 1,4450,01-01-1870 00:00,,1085,316,1085,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,,1870,2025,2008,POINT (11.395909 55.660084),2011,51290560.6,18303704.67,40.26,0.1714614997,0.229820644,168555.92169,0.4865087271,0.7428151574,0.9261553121,69415,0
129,206,Fakse Apotek,6,Rønnedevej 15,4640,01-01-1892 00:00,,1085,320,1085,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,,1892,2025,2008,POINT (12.116181 55.255616),2011,22904564.8,8167116.76,41.58,0.1848476218,0.2221589291,167996.37023,0.4828776896,0.74550178,0.9559956623,35110,0
209,100,Haslev Apotek,6,Jernbanegade 11,4690,01-01-1856 00:00,,1085,320,1085,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527,1856-01-01,,1856,2025,2008,POINT (11.963527 55.328899),2011,22904564.8,8167116.76,41.58,0.1848476218,0.2221589291,167996.37023,0.4828776896,0.74550178,0.9559956623,35110,0
318,067-1,Karise Apotek,7,Syrenvænget 20,4653,"01Jul2010 0:00:00,000",,1085,320,1085,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,,2010,2025,2010,POINT (12.199332 55.303771),2011,22904564.8,8167116.76,41.58,0.1848476218,0.2221589291,167996.37023,0.4828776896,0.74550178,0.9559956623,35110,0
191,254-1,Gørlev Apotek,7,Algade 29,4281,01.01.1991,,1085,326,1085,"Algade 29, 4281 Denmark",55.539444,11.226409,1991-01-01,,1991,2025,2008,POINT (11.226409 55.539444),2011,35779589.1,12912030.31,42.11,0.198778582,0.2159072216,155956.6041,0.4550117414,0.7086910626,0.9497177934,48632,0
291,254,Høng Apotek,6,Centervej 35,4270,"01Jan1907 0:00:00,000",,1085,326,1085,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,,1907,2025,2008,POINT (11.288948 55.504303),2011,35779589.1,12912030.31,42.11,0.198778582,0.2159072216,155956.6041,0.4550117414,0.7086910626,0.9497177934,48632,0
317,023,Kalundborg Svane Apot,6,Elmegade 15,4400,01-01-1753 00:00,,1085,326,1085,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,,1753,2025,2008,POINT (11.097264 55.678817),2011,35779589.1,12912030.31,42.11,0.198778582,0.2159072216,155956.6041,0.4550117414,0.7086910626,0.9497177934,48632,0
543,077,Ringsted Apotek,6,Sct. Hansgade 23,4100,01-01-1808 00:00,,1085,329,1085,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,,1808,2025,2008,POINT (11.7901 55.4426),2011,,,39.37,0.1584170362,0.23180406,174179.3588,0.4967966153,0.75079255,0.9003022061,33153,0
341,043,Korsør Apotek,6,Algade 49,4220,01-01-1761 00:00,,1085,330,1085,"Algade 49, 4220 Denmark",55.3278702,11.1399915,1761-01-01,,1761,2025,2008,POINT (11.1399915 55.3278702),2011,39010618.912,13829575.043,41.09,0.1888888889,0.2101797956,155151.36731,0.4621972868,0.7054982003,0.9128108115,77310,0
596,058,Skælskør Apotek,6,Algade 21,4230,01-01-1805 00:00,,1085,330,1085,"Algade 21, 4230 Denmark",55.253746,11.294236,1805-01-01,,1805,2025,2008,POINT (11.294236 55.253746),2011,39010618.912,13829575.043,41.09,0.1888888889,0.2101797956,155151.36731,0.4621972868,0.7054982003,0.9128108115,77310,0
601,169,Slagelse Rådhusapote,6,Smedegade 8,4200,01-01-1897 00:00,,1085,330,1085,"Smedegade 8, 4200 Denmark",55.4070549,11.3657424,1897-01-01,,1897,2025,2008,POINT (11.3657424 55.4070549),2011,39010618.912,13829575.043,41.09,0.1888888889,0.2101797956,155151.36731,0.4621972868,0.7054982003,0.9128108115,77310,0
602,022,Slagelse Svane Apotek,6,"Jernbanegade 7, st. 4",4200,01-01-1753 00:00,,1085,330,1085,"Jernbanegade 7, st. 4, 4200 Denmark",55.4028,11.3546,1753-01-01,,1753,2025,2008,POINT (11.3546 55.4028),2011,39010618.912,13829575.043,41.09,0.1888888889,0.2101797956,155151.36731,0.4621972868,0.7054982003,0.9128108115,77310,0
622,067,Stevns Apotek,6,Nytorv 5,4660,01-01-1815 00:00,,1085,336,1085,"Nytorv 5, 4660 Denmark",55.309773,12.387836,1815-01-01,,1815,2025,2008,POINT (12.387836 55.309773),2011,,,42.88,0.2080988332,0.2107069321,169811.23754,0.4890397138,0.7586533155,0.9571218931,21855,0
108,207-1,Dianalund Apotek,7,Torvet 5,4293,01.11.2008,,1085,340,1085,"Torvet 5, 4293 Denmark",55.526943,11.49729,2008-01-11,,2008,2025,2008,POINT (11.49729 55.526943),2011,20956764.7,7351422.03,40.96,0.1800088456,0.2319259688,167434.44826,0.4798582237,0.7479434596,0.9573307886,29393,0
617,007,Sorø Apotek,6,Storgade 19 A,4180,01-01-1753 00:00,,1085,340,1085,"Storgade 19 A, 4180 Denmark",55.4312798,11.5558778,1753-01-01,,1753,2025,2008,POINT (11.5558778 55.4312798),2011,20956764.7,7351422.03,40.96,0.1800088456,0.2319259688,167434.44826,0.4798582237,0.7479434596,0.9573307886,29393,0
619,207,Stenlille Apotek,6,Hovedgaden 48,4295,"01Jan1903 0:00:00,000",,1085,340,1085,"Hovedgaden 48, 4295 Denmark",55.540055,11.590952,1903-01-01,,1903,2025,2008,POINT (11.590952 55.540055),2011,20956764.7,7351422.03,40.96,0.1800088456,0.2319259688,167434.44826,0.4798582237,0.7479434596,0.9573307886,29393,0
277,119,Hvalsø Apotek,6,Roskildevej 4,4330,01-01-1871 00:00,,1085,350,1085,"Roskildevej 4, 4330 Denmark",55.589584,11.863888,1871-01-01,,1871,2025,2008,POINT (11.863888 55.589584),2011,,,40.89,0.1817607022,0.2456205601,194237.55156,0.5072625698,0.8016125886,0.9556424581,26887,0
457,025,Maribo Apotek,6,Vestergade 1,4930,01-01-1753 00:00,,1085,360,1085,"Vestergade 1, 4930 Denmark",54.774378,11.500548,1753-01-01,,1753,2025,2008,POINT (11.500548 54.774378),2011,37636178.55,13785845.66,45.54,0.2453084591,0.1812294158,129486.05161,0.3970171712,0.6220636451,0.9396353337,45241,0
470,013,Nakskov Løve Apotek,6,Nygade 17-19,4900,01-01-1753 00:00,,1085,360,1085,"Nygade 17-19, 4900 Denmark",54.8296618,11.1403936,1753-01-01,,1753,2025,2008,POINT (11.1403936 54.8296618),2011,37636178.55,13785845.66,45.54,0.2453084591,0.1812294158,129486.05161,0.3970171712,0.6220636451,0.9396353337,45241,0
558,081,Rødby Løve Apotek,13,Østergade 51,4970,01-01-1819 00:00,,1085,360,1085,"Østergade 51, 4970 Denmark",54.695624,11.393973,1819-01-01,,1819,2025,2008,POINT (11.393973 54.695624),2011,37636178.55,13785845.66,45.54,0.2453084591,0.1812294158,129486.05161,0.3970171712,0.6220636451,0.9396353337,45241,0
162,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250,"01Aug2007 0:00:00,000",,1085,370,1085,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,,2007,2025,2008,POINT (11.5476596 55.3016809),2011,30210347.64,10870611.948,40.86,0.1810966277,0.2177331753,162679.42747,0.4762540648,0.7272745961,0.9351607997,81012,0
175,137,Glumsø Apotek,13,Østergade 8,4171,01-01-1883 00:00,,1085,370,1085,"Østergade 8, 4171 Denmark",55.352931,11.692252,1883-01-01,,1883,2025,2008,POINT (11.692252 55.352931),2011,30210347.64,10870611.948,40.86,0.1810966277,0.2177331753,162679.42747,0.4762540648,0.7272745961,0.9351607997,81012,0
498,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700,01-01-1753 00:00,,1085,370,1085,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,,1753,2025,2008,POINT (11.7609 55.2299),2011,30210347.64,10870611.948,40.86,0.1810966277,0.2177331753,162679.42747,0.4762540648,0.7272745961,0.9351607997,81012,0
499,188-1,Næstved Sct. Jørgen,7,Sct. Jørgens Park 34,4700,01.01.1991,,1085,370,1085,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,1991-01-01,,1991,2025,2008,POINT (11.757241 55.2158),2011,30210347.64,10870611.948,40.86,0.1810966277,0.2177331753,162679.42747,0.4762540648,0.7272745961,0.9351607997,81012,0
502,188,Næstved Svane Apotek,6,Torvestræde 8,4700,"01Jan1900 0:00:00,000",,1085,370,1085,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,,1900,2025,2008,POINT (11.760045 55.230064),2011,30210347.64,10870611.948,40.86,0.1810966277,0.2177331753,162679.42747,0.4762540648,0.7272745961,0.9351607997,81012,0
446,018,Løve Apotek Nykøbin,6,Langgade 5,4800,01-01-1753 00:00,,1085,376,1085,"Langgade 5, 4800 Denmark",54.76734,11.867126,1753-01-01,,1753,2025,2008,POINT (11.867126 54.76734),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
489,136,Nykøbing F. Svane Ap,6,Slotsbryggen 1-3,4800,01-01-1882 00:00,,1085,376,1085,"Slotsbryggen 1-3, 4800 Denmark",54.771697,11.8642607,1882-01-01,,1882,2025,2008,POINT (11.8642607 54.771697),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
493,075,Nysted Apotek,6,Adelgade 13,4880,01-01-1827 00:00,30-JUN-2013,1085,376,1085,"Adelgade 13, 4880 Denmark",54.668997,11.728762,1827-01-01,2013-06-30,1827,2013,2008,POINT (11.728762 54.668997),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
503,195,Nørre Alslev Apotek,6,Apotekergade 1,4840,"01Jan1902 0:00:00,000",,1085,376,1085,"Apotekergade 1, 4840 Denmark",54.898671,11.879174,1902-01-01,,1902,2025,2008,POINT (11.879174 54.898671),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
570,056,Sakskøbing Apotek,6,Søndergade 9,4990,01-01-1804 00:00,01-DEC-2017,1085,376,1085,"Søndergade 9, 4990 Denmark",54.798908,11.636579,1804-01-01,2017-12-01,1804,2017,2008,POINT (11.636579 54.798908),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
637,195-1,Stubbekøbing Apotek,7,Torvet 2,4850,"01Jan2006 0:00:00,000",,1085,376,1085,"Torvet 2, 4850 Denmark",54.890308,12.043139,2006-01-01,,2006,2025,2008,POINT (12.043139 54.890308),2011,22145439.15,8060645.095,44.11,0.2273028282,0.1883933907,140032.79945,0.4395778706,0.6845167188,0.9430578486,61913,0
