VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK,Befolkning,yderkom
797,178,Aarhus Vejlby Apotek,6,Vejlbygade 16 A,8240,01-01-1899 00:00,,1082,751,1082,"Vejlbygade 16 A, 8240 Denmark",56.195078,10.2138928,1899-01-01,,1899,2025,2008,POINT (10.2138928 56.195078),2011,50526319.983,17762817.562,36.90,0.1325215788,0.1961945032,167848.62729,0.4924425818,0.6900103036,0.8528831096,314545,0
798,331,Aarhus Viby Apotek,6,"Viby Ringvej 10, ST. 26",8260,"01Jan1933 0:00:00,000",,1082,751,1082,"Viby Ringvej 10, ST. 26, 8260 Denmark",56.191264,10.0726946,1933-01-01,,1933,2025,2008,POINT (10.0726946 56.191264),2011,50526319.983,17762817.562,36.90,0.1325215788,0.1961945032,167848.62729,0.4924425818,0.6900103036,0.8528831096,314545,0
799,337,Aarhus Åbyhøj Apote,6,Haslevej 17,8230,"01Jan1936 0:00:00,000",,1082,751,1082,"Haslevej 17, 8230 Denmark",56.156458,10.164773,1936-01-01,,1936,2025,2008,POINT (10.164773 56.156458),2011,50526319.983,17762817.562,36.90,0.1325215788,0.1961945032,167848.62729,0.4924425818,0.6900103036,0.8528831096,314545,0
79,115-1,Brande Apotek,7,Storegade 13,7330,"01May2009 0:00:00,000",,1082,756,1082,"Storegade 13, 7330 Denmark",55.943996,9.126554,2009-05-01,,2009,2025,2009,POINT (9.126554 55.943996),2011,24207899.6,8820657.91,39.62,0.1699050617,0.2387721974,159242.03606,0.4946255116,0.7529696161,0.9186677186,40658,0
300,249,Ikast Apotek,13,Østergade 15,7430,"01Jan1914 0:00:00,000",,1082,756,1082,"Østergade 15, 7430 Denmark",56.13988,9.157542,1914-01-01,,1914,2025,2008,POINT (9.157541999999999 56.13988,2011,24207899.6,8820657.91,39.62,0.1699050617,0.2387721974,159242.03606,0.4946255116,0.7529696161,0.9186677186,40658,0
506,156-1,Nørre-Snede Apotek,7,Bredgade 22,8766,"01Jun2009 0:00:00,000",,1082,756,1082,"Bredgade 22, 8766 Denmark",55.9685793,9.3977107,2009-06-01,,2009,2025,2009,POINT (9.397710699999999 55.96857,2011,24207899.6,8820657.91,39.62,0.1699050617,0.2387721974,159242.03606,0.4946255116,0.7529696161,0.9186677186,40658,0
542,038,Ringkøbing Løve Apo,6,Torvegade 5,6950,01-01-1753 00:00,,1082,760,1082,"Torvegade 5, 6950 Denmark",56.0909433,8.2415235,1753-01-01,,1753,2025,2008,POINT (8.2415235 56.0909433),2011,26364761.497,9656894.5575,40.60,0.1856560492,0.2356284115,160460.88966,0.5028992782,0.7750067283,0.9352638776,57892,0
594,305,Skjern Apotek,13,Bredgade 44B,6900,"01Jan1921 0:00:00,000",,1082,760,1082,"Bredgade 44B, 6900 Denmark",55.946996,8.494403,1921-01-01,,1921,2025,2008,POINT (8.494403 55.946996),2011,26364761.497,9656894.5575,40.60,0.1856560492,0.2356284115,160460.88966,0.5028992782,0.7750067283,0.9352638776,57892,0
654,098,Tarm Apotek,6,Storegade 27,6880,09-12-1851 00:00,,1082,760,1082,"Storegade 27, 6880 Denmark",55.907132,8.520984,1851-09-12,,1851,2025,2008,POINT (8.520984 55.907132),2011,26364761.497,9656894.5575,40.60,0.1856560492,0.2356284115,160460.88966,0.5028992782,0.7750067283,0.9352638776,57892,0
725,038-1,Videbæk Apotek,7,Bredgade 32,6920,"01May2009 0:00:00,000",,1082,760,1082,"Bredgade 32, 6920 Denmark",56.091332,8.6306,2009-05-01,,2009,2025,2009,POINT (8.630599999999999 56.09133,2011,26364761.497,9656894.5575,40.60,0.1856560492,0.2356284115,160460.88966,0.5028992782,0.7750067283,0.9352638776,57892,0
219,248,Hedensted Apotek,6,Bytorvet 21 B,8722,"01Jan1914 0:00:00,000",,1082,766,1082,"Bytorvet 21 B, 8722 Denmark",55.7691036,9.7011606,1914-01-01,,1914,2025,2008,POINT (9.7011606 55.7691036),2011,29674735,10488678.95,39.88,0.1721088879,0.2476264963,167453.9586,0.5099677897,0.794467144,0.9525550622,46029,0
260,108,Hornsyld Apotek,6,Apotekerbakken 23,8783,01-01-1860 00:00,27-MAY-2015,1082,766,1082,"Apotekerbakken 23, 8783 Denmark",55.753975,9.85203,1860-01-01,2015-05-27,1860,2015,2008,POINT (9.852029999999999 55.75397,2011,29674735,10488678.95,39.88,0.1721088879,0.2476264963,167453.9586,0.5099677897,0.794467144,0.9525550622,46029,0
685,156,Uldum Apotek,6,Søndergade 18,7171,01-01-1873 00:00,,1082,766,1082,"Søndergade 18, 7171 Denmark",55.846443,9.58943,1873-01-01,,1873,2025,2008,POINT (9.58943 55.846443),2011,29674735,10488678.95,39.88,0.1721088879,0.2476264963,167453.9586,0.5099677897,0.794467144,0.9525550622,46029,0
491,314,Nykøbing Mors Sct. C,6,Algade 3,7900,"01Jan1923 0:00:00,000",,1081,773,1081,"Algade 3, 7900 Denmark",56.794109,8.857267,1923-01-01,,1923,2025,2008,POINT (8.857267 56.794109),2011,,,42.98,0.2140262643,0.2109527801,138049.22413,0.4545454545,0.7029767216,0.9592589136,21474,0
757,314-1,Øster Jølby Apotek,7,Doktor Lunds Vej 4,7950,01.11.2007,,1081,773,1081,"Doktor Lunds Vej 4, 7950 Denmark",56.83329,8.718862,2007-01-11,,2007,2025,2008,POINT (8.718862 56.83329),2011,,,42.98,0.2140262643,0.2109527801,138049.22413,0.4545454545,0.7029767216,0.9592589136,21474,0
61,143-1,Balling Apotek,7,"Vestergade 1, Balling",7860,"01Dec2003 0:00:00,000",,1082,779,1082,"Vestergade 1, Balling, 7860 Denmark",56.6157838,8.8821834,2003-12-01,,2003,2025,2008,POINT (8.882183400000001 56.61578,2011,24990487.987,8975109.0825,41.39,0.1942461151,0.2190256195,150912.68245,0.4794609822,0.7382240212,0.9550538177,47620,0
549,143,Roslev Apotek,6,Jernbanegade 15,7870,01-01-1885 00:00,,1082,779,1082,"Jernbanegade 15, 7870 Denmark",56.70287,8.990748,1885-01-01,,1885,2025,2008,POINT (8.990748 56.70287),2011,24990487.987,8975109.0825,41.39,0.1942461151,0.2190256195,150912.68245,0.4794609822,0.7382240212,0.9550538177,47620,0
591,053,Skive Løve Apotek,6,Posthustorvet 1A,7800,01-01-1801 00:00,,1082,779,1082,"Posthustorvet 1A, 7800 Denmark",56.565328,9.026396,1801-01-01,,1801,2025,2008,POINT (9.026396 56.565328),2011,24990487.987,8975109.0825,41.39,0.1942461151,0.2190256195,150912.68245,0.4794609822,0.7382240212,0.9550538177,47620,0
593,273,Skive Svane Apotek,6,Sdr. Boulevard 7,7800,"01Jan1917 0:00:00,000",,1082,779,1082,"Sdr. Boulevard 7, 7800 Denmark",56.5356707,9.0420999,1917-01-01,,1917,2025,2008,POINT (9.0420999 56.5356707),2011,24990487.987,8975109.0825,41.39,0.1942461151,0.2190256195,150912.68245,0.4794609822,0.7382240212,0.9550538177,47620,0
275,277,Hurup Apotek,6,Sundsvej 1,7760,"15Dec1918 0:00:00,000",,1081,787,1081,"Sundsvej 1, 7760 Denmark",56.7484,8.420189,1918-12-15,,1918,2025,2008,POINT (8.420189000000001 56.7484),2011,34248563,12361248.42,41.80,0.1951100027,0.217912176,148391.87842,0.485759529,0.7355845932,0.9429042978,44908,0
659,247,Thisted Løve Apotek,6,Sydhavnsvej 11,7700,"01Jan1914 0:00:00,000",,1081,787,1081,"Sydhavnsvej 11, 7700 Denmark",56.951526,8.693209,1914-01-01,,1914,2025,2008,POINT (8.693209 56.951526),2011,34248563,12361248.42,41.80,0.1951100027,0.217912176,148391.87842,0.485759529,0.7355845932,0.9429042978,44908,0
660,039,Thisted Svane Apotek,6,Storegade 5,7700,01-01-1753 00:00,,1081,787,1081,"Storegade 5, 7700 Denmark",56.9547778,8.6944876,1753-01-01,,1753,2025,2008,POINT (8.6944876 56.9547778),2011,34248563,12361248.42,41.80,0.1951100027,0.217912176,148391.87842,0.485759529,0.7355845932,0.9429042978,44908,0
72,145,Bjerringbro Apotek,6,Nørregade 4,8850,01-01-1877 00:00,,1082,791,1082,"Nørregade 4, 8850 Denmark",56.3819536,9.6657851,1877-01-01,,1877,2025,2008,POINT (9.665785100000001 56.38195,2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
203,131-1,Hammershøj Apotek,7,Randersvej 8,8830,01.01.1992,,1082,791,1082,"Randersvej 8, 8830 Denmark",56.499378,9.751857,1992-01-01,,1992,2025,2008,POINT (9.751856999999999 56.49937,2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
321,246-1,Karup Apotek,7,Herningvej 2,7470,"09Jan2006 0:00:00,000",,1082,791,1082,"Herningvej 2, 7470 Denmark",56.309049,9.165571,2006-01-09,,2006,2025,2008,POINT (9.165571 56.309049),2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
624,250,Stoholm Apotek,6,Johan Bittmannsvej 2 C,7850,"01Jan1914 0:00:00,000",01-SEP-2018,1082,791,1082,"Johan Bittmannsvej 2 C, 7850 Denmark",56.5476,8.9522,1914-01-01,2018-09-01,1914,2018,2008,POINT (8.952199999999999 56.5476),2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
720,131,Viborg Løve Apotek,6,Sct. Mathias Gade 66 st.,8800,01-01-1877 00:00,,1082,791,1082,"Sct. Mathias Gade 66 st., 8800 Denmark",56.4532,9.402,1877-01-01,,1877,2025,2008,POINT (9.401999999999999 56.4532),2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
723,003,Viborg Svane Apotek,6,Lille Sct. Peder Stræde 10-12,8800,01-01-1753 00:00,,1082,791,1082,"Lille Sct. Peder Stræde 10-12, 8800 Denmark",56.4485855,9.4078033,1753-01-01,,1753,2025,2008,POINT (9.407803299999999 56.44858,2011,32765871.24,11716234.68,39.74,0.170082819,0.2338758674,164129.61009,0.4968595783,0.7579974924,0.9424362836,93819,0
93,172,Brønderslev Apotek,6,Peder Møllers Plads 10,9700,01-01-1883 00:00,,1081,810,1081,"Peder Møllers Plads 10, 9700 Denmark",57.2685538,9.9482643,1883-01-01,,1883,2025,2008,POINT (9.9482643 57.2685538),2011,,,41.23,0.1928735246,0.2283940258,151740.85381,0.4697674419,0.7376240019,0.9599047352,35754,0
112,144,Dronninglund Apotek,6,Slotsgade 64,9330,01-01-1876 00:00,,1081,810,1081,"Slotsgade 64, 9330 Denmark",57.159268,10.289593,1876-01-01,,1876,2025,2008,POINT (10.289593 57.159268),2011,,,41.23,0.1928735246,0.2283940258,151740.85381,0.4697674419,0.7376240019,0.9599047352,35754,0
155,066,Frederikshavn Løve A,6,Hangaardsvej 7,9900,01-01-1810 00:00,,1081,813,1081,"Hangaardsvej 7, 9900 Denmark",57.438716,10.534169,1810-01-01,,1810,2025,2008,POINT (10.534169 57.438716),2011,26025330.12,9433251.51,43.60,0.2200693286,0.1975702279,151904.8782,0.4576318375,0.7151128475,0.9523255814,61158,0
156,313,Frederikshavn Svane A,6,Søndergade 1,9900,"01Jan1923 0:00:00,000",,1081,813,1081,"Søndergade 1, 9900 Denmark",57.4339935,10.5297631,1923-01-01,,1923,2025,2008,POINT (10.5297631 57.4339935),2011,26025330.12,9433251.51,43.60,0.2200693286,0.1975702279,151904.8782,0.4576318375,0.7151128475,0.9523255814,61158,0
583,212,Skagen Apotek,6,Sct. Laurentiivej 44,9990,"01Jan1903 0:00:00,000",,1081,813,1081,"Sct. Laurentiivej 44, 9990 Denmark",57.7209,10.5839,1903-01-01,,1903,2025,2008,POINT (10.5839 57.7209),2011,26025330.12,9433251.51,43.60,0.2200693286,0.1975702279,151904.8782,0.4576318375,0.7151128475,0.9523255814,61158,0
645,069,Sæby Apotek,6,Søndergade 7,9300,01-01-1815 00:00,,1081,813,1081,"Søndergade 7, 9300 Denmark",57.334915,10.520444,1815-01-01,,1815,2025,2008,POINT (10.520444 57.334915),2011,26025330.12,9433251.51,43.60,0.2200693286,0.1975702279,151904.8782,0.4576318375,0.7151128475,0.9523255814,61158,0
760,069-1,Østervrå Apotek,7,Industrivej 10,9750,"01Aug2005 0:00:00,000",,1081,813,1081,"Industrivej 10, 9750 Denmark",57.340565,10.238498,2005-08-01,,2005,2025,2008,POINT (10.238498 57.340565),2011,26025330.12,9433251.51,43.60,0.2200693286,0.1975702279,151904.8782,0.4576318375,0.7151128475,0.9523255814,61158,0
132,107,Farsø Apotek,6,Nørregade 11,9640,01-01-1860 00:00,01-MAY-2018,1081,820,1081,"Nørregade 11, 9640 Denmark",56.773242,9.339891,1860-01-01,2018-05-01,1860,2018,2008,POINT (9.339891 56.773242),2011,19971692.963,7273933.785,41.54,0.1970746523,0.2218788299,148780.38948,0.4735900926,0.7347135512,0.9476072277,37534,0
436,084,Løgstør Apotek,13,Østerbrogade 1 B,9670,01-01-1832 00:00,01-MAY-2018,1081,820,1081,"Østerbrogade 1 B, 9670 Denmark",56.9686243,9.2526334,1832-01-01,2018-05-01,1832,2018,2008,POINT (9.252633400000001 56.96862,2011,19971692.963,7273933.785,41.54,0.1970746523,0.2218788299,148780.38948,0.4735900926,0.7347135512,0.9476072277,37534,0
781,260,Aalestrup Apotek,13,Borgergade 5,9620,"01Jan1905 0:00:00,000",01-JUN-2016,1081,820,1081,"Borgergade 5, 9620 Denmark",56.694251,9.496357,1905-01-01,2016-06-01,1905,2016,2008,POINT (9.496357 56.694251),2011,19971692.963,7273933.785,41.54,0.1970746523,0.2218788299,148780.38948,0.4735900926,0.7347135512,0.9476072277,37534,0
800,259,Aars Apotek,6,Søndergade 34,9600,"01Jan1905 0:00:00,000",,1081,820,1081,"Søndergade 34, 9600 Denmark",56.802114,9.519024,1905-01-01,,1905,2025,2008,POINT (9.519024 56.802114),2011,19971692.963,7273933.785,41.54,0.1970746523,0.2218788299,148780.38948,0.4735900926,0.7347135512,0.9476072277,37534,0
599,220,Skørping Apotek,6,Sverriggårdsvej 10,9520,"01Jan1906 0:00:00,000",,1081,840,1081,"Sverriggårdsvej 10, 9520 Denmark",56.836407,9.889342,1906-01-01,,1906,2025,2008,POINT (9.889341999999999 56.83640,2011,,,39.80,0.1680675176,0.2474144789,171697.37471,0.5035871487,0.7882631891,0.9612865213,28911,0
638,220-1,Støvring Apotek,6,Hobrovej 84,9530,01.01.2000,,1081,840,1081,"Hobrovej 84, 9530 Denmark",56.890056,9.836933,2000-01-01,,2000,2025,2008,POINT (9.836933 56.890056),2011,,,39.80,0.1680675176,0.2474144789,171697.37471,0.5035871487,0.7882631891,0.9612865213,28911,0
197,218,Hadsund Apotek,6,Storegade 23-25,9560,"01Jan1905 0:00:00,000",,1081,846,1081,"Storegade 23-25, 9560 Denmark",56.7161045,10.1140172,1905-01-01,,1905,2025,2008,POINT (10.1140172 56.7161045),2011,30960330,11321598.46,41.37,0.1873482759,0.2201324566,156517.13264,0.4796060556,0.7375304015,0.9487966746,42429,0
247,054,Hobro Apotek,6,Adelgade 18,9500,01-01-1803 00:00,,1081,846,1081,"Adelgade 18, 9500 Denmark",56.639388,9.793265,1803-01-01,,1803,2025,2008,POINT (9.793265 56.639388),2011,30960330,11321598.46,41.37,0.1873482759,0.2201324566,156517.13264,0.4796060556,0.7375304015,0.9487966746,42429,0
456,218-1,Mariager Apotek,7,Østergade 10,9550,12.10.2007,,1081,846,1081,"Østergade 10, 9550 Denmark",56.651484,9.983627,2007-12-10,,2007,2025,2008,POINT (9.983627 56.651484),2011,30960330,11321598.46,41.37,0.1873482759,0.2201324566,156517.13264,0.4796060556,0.7375304015,0.9487966746,42429,0
87,105-3,Brovst Apotek,7,Østergade 16,9460,"01Nov2009 0:00:00,000",,1081,849,1081,"Østergade 16, 9460 Denmark",57.097293,9.524836,2009-11-01,,2009,2025,2009,POINT (9.524836000000001 57.09729,2011,25858719.4,9433990.81,41.78,0.1964207091,0.2240812204,153345.77138,0.4716917488,0.7339658954,0.9614945511,38611,0
139,039-1,Fjerritslev Apotek,7,Østergade 11-13,9690,"01Jul2010 0:00:00,000",,1081,849,1081,"Østergade 11-13, 9690 Denmark",57.0878623,9.2811498,2010-07-01,,2010,2025,2010,POINT (9.2811498 57.0878623),2011,25858719.4,9433990.81,41.78,0.1964207091,0.2240812204,153345.77138,0.4716917488,0.7339658954,0.9614945511,38611,0
764,105,Aabybro Apotek,6,Østergade 36,9440,07.05.2008,,1081,849,1081,"Østergade 36, 9440 Denmark",57.159459,9.732615,2008-07-05,,2008,2025,2008,POINT (9.732614999999999 57.15945,2011,25858719.4,9433990.81,41.78,0.1964207091,0.2240812204,153345.77138,0.4716917488,0.7339658954,0.9614945511,38611,0
199,144-1,Hals Apotek,7,Havnegade 7A,9370,"01Feb2006 0:00:00,000",,1081,851,1081,"Havnegade 7A, 9370 Denmark",56.993303,10.307272,2006-02-01,,2006,2025,2008,POINT (10.307272 56.993303),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
475,057,Nibe Apotek,13,Mellemgade 9,9240,01-01-1804 00:00,30-SEP-2013,1081,851,1081,"Mellemgade 9, 9240 Denmark",56.982515,9.638064,1804-01-01,2013-09-30,1804,2013,2008,POINT (9.638064 56.982515),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
628,176,Storvorde Sejlflod Ap,13,Rødhøjvej 2,9280,01-01-1899 00:00,,1081,851,1081,"Rødhøjvej 2, 9280 Denmark",57.000115,10.101044,1899-01-01,,1899,2025,2008,POINT (10.101044 57.000115),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
767,181,Aalborg Budolfi Apote,6,Algade 60,9000,"01Jan1900 0:00:00,000",,1081,851,1081,"Algade 60, 9000 Denmark",57.048407,9.916179,1900-01-01,,1900,2025,2008,POINT (9.916179 57.048407),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
768,063,Aalborg Løve Apotek,6,Nytorv 3,9000,01-01-1813 00:00,,1081,851,1081,"Nytorv 3, 9000 Denmark",57.048682,9.922587,1813-01-01,,1813,2025,2008,POINT (9.922587 57.048682),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
769,092,Aalborg Nørresundby,6,Torvet 3A,9400,01-01-1844 00:00,,1081,851,1081,"Torvet 3A, 9400 Denmark",57.058676,9.923124,1844-01-01,,1844,2025,2008,POINT (9.923124 57.058676),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
770,255,Aalborg Reberbane Apo,6,Reberbansgade 25,9000,"01Jan1920 0:00:00,000",,1081,851,1081,"Reberbansgade 25, 9000 Denmark",57.049627,9.911455,1920-01-01,,1920,2025,2008,POINT (9.911455 57.049627),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
773,010,Aalborg Svane Apotek,6,Østerågade 9,9000,01-01-1753 00:00,31-DEC-2013,1081,851,1081,"Østerågade 9, 9000 Denmark",57.048437,9.921128,1753-01-01,2013-12-31,1753,2013,2008,POINT (9.921128 57.048437),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
774,306,Aalborg Vejgaard Apot,6,Hadsundvej 33 B,9000,"01Jan1922 0:00:00,000",,1081,851,1081,"Hadsundvej 33 B, 9000 Denmark",57.0336005,9.9544176,1922-01-01,,1922,2025,2008,POINT (9.954417599999999 57.03360,2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
777,361,Aalborg Aalborghus Ap,6,Grønlands Torv 10,9210,"01Jan1966 0:00:00,000",,1081,851,1081,"Grønlands Torv 10, 9210 Denmark",57.022597,9.941768,1966-01-01,,1966,2025,2008,POINT (9.941768 57.022597),2011,37377143.295,13633365.96,39.14,0.1656043989,0.1954390431,162707.30863,0.4783536722,0.7012683917,0.9169205911,201142,0
238,356,Hirtshals Apotek,6,Jørgen Fibigersgade 18,9850,"01Jan1959 0:00:00,000",,1081,860,1081,"Jørgen Fibigersgade 18, 9850 Denmark",57.590496,9.959974,1959-01-01,,1959,2025,2008,POINT (9.959974000000001 57.59049,2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
245,045,Hjørring Løve Apote,6,Østergade 7 A,9800,01-01-1794 00:00,,1081,860,1081,"Østergade 7 A, 9800 Denmark",57.4575049,9.9940838,1794-01-01,,1794,2025,2008,POINT (9.9940838 57.4575049),2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
246,236,Hjørring Svane Apote,6,Strømgade 5,9800,"01Jan1911 0:00:00,000",30-JUN-2019,1081,860,1081,"Strømgade 5, 9800 Denmark",57.460316,9.9865145,1911-01-01,2019-06-30,1911,2019,2008,POINT (9.9865145 57.460316),2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
443,160-1,Løkken Apotek,7,Jyllandsgade 13,9480,01.03.1994,,,860,,"Jyllandsgade 13, 9480 Denmark",57.368501,9.712002,1994-01-03,2012-06-30,1994,2012,2008,POINT (9.712002 57.368501),2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
582,356-1,Sindal Apotek,7,Vestergade 2 A,9870,"01Jan2005 0:00:00,000",,1081,860,1081,"Vestergade 2 A, 9870 Denmark",57.470677,10.1987474,2005-01-01,,2005,2025,2008,POINT (10.1987474 57.470677),2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
742,160,Vrå Apotek,6,Jernbanegade 6,9760,"01Jan1907 0:00:00,000",31-AUG-2013,1081,860,1081,"Jernbanegade 6, 9760 Denmark",57.353965,9.942166,1907-01-01,2013-08-31,1907,2013,2008,POINT (9.942166 57.353965),2011,23892797.22,8612381.735,41.72,0.195518148,0.2156910151,151366.99274,0.4721847989,0.7267026471,0.9479420536,66178,0
