VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year,GNS_OMS,GNS_MED_PROFIT,ALDER,d65,d17,samlet_ind,Besk,Besk1864,DK
348,243,København Amagerbro,6,Reberbanegade 3,2300,"01Jan1913 0:00:00,000",,1084,101,1084,"Reberbanegade 3, 2300 Denmark",55.662829,12.603788,1913-01-01,,1913,2025,2008,POINT (12.603788 55.662829),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
349,341,København Apoteket R,6,Tuborgvej 269,2400,"01Jan1935 0:00:00,000",,1084,101,1084,"Tuborgvej 269, 2400 Denmark",55.71175,12.53244,1935-01-01,,1935,2025,2008,POINT (12.53244 55.71175),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
352,242,København Apoteket S,6,Nørrebrogade 224,2200,"01Jan1913 0:00:00,000",,1084,101,1084,"Nørrebrogade 224, 2200 Denmark",55.700139,12.540203,1913-01-01,,1913,2025,2008,POINT (12.540203 55.700139),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
353,232,København Apoteket T,6,Ndr. Frihavnsgade 3,2100,"01Jan1909 0:00:00,000",,1084,101,1084,"Ndr. Frihavnsgade 3, 2100 Denmark",55.700024,12.578069,1909-01-01,,1909,2025,2008,POINT (12.578069 55.700024),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
358,029,København Christians,6,Torvegade 47,1400,01-01-1753 00:00,,1084,101,1084,"Torvegade 47, 1400 Denmark",55.672344,12.591926,1753-01-01,,1753,2025,2008,POINT (12.591926 55.672344),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
360,329,København Dyveke Apo,6,Øresundsvej 53,2300,"01Jan1932 0:00:00,000",31-MAY-2010,1084,101,1084,"Øresundsvej 53, 2300 Denmark",55.660788,12.614192,1932-01-01,2010-05-31,1932,2010,2008,POINT (12.614192 55.660788),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
361,309,København Enghave Ap,13,Enghave Plads 25,1670,"01Jan1922 0:00:00,000",,1084,101,1084,"Enghave Plads 25, 1670 Denmark",55.666133,12.544116,1922-01-01,,1922,2025,2008,POINT (12.544116 55.666133),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
367,334,København Grøndalsa,13,Godthåbsvej 187A,2720,"01Jan1935 0:00:00,000",,1084,101,1084,"Godthåbsvej 187A, 2720 Denmark",55.6908748,12.5159263,1935-01-01,,1935,2025,2008,POINT (12.5159263 55.6908748),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
371,341-2,København Hamlets Ap,7,Hamletsgade 2,2200,"01Jun2009 0:00:00,000",,1084,101,1084,"Hamletsgade 2, 2200 Denmark",55.703088,12.547708,2009-06-01,,2009,2025,2009,POINT (12.547708 55.703088),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
374,322,København Husum Apot,6,Frederikssundsvej 320,2700,"01Jan1929 0:00:00,000",,1084,101,1084,"Frederikssundsvej 320, 2700 Denmark",55.711998,12.47255,1929-01-01,,1929,2025,2008,POINT (12.47255 55.711998),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
375,029-1,København Islands Br,7,Islands Brygge 3-5,2300,"01Feb2003 0:00:00,000",,1084,101,1084,"Islands Brygge 3-5, 2300 Denmark",55.6695424,12.5797902,2003-02-01,,2003,2025,2008,POINT (12.5797902 55.6695424),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
379,021,København Kongelig H,6,Store Kongensgade 45,1264,01-01-1753 00:00,,1084,101,1084,"Store Kongensgade 45, 1264 Denmark",55.683269,12.586637,1753-01-01,,1753,2025,2008,POINT (12.586637 55.683269),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
382,338,København Linde Apot,6,Frederikssundsvej 152,2700,"01Jan1937 0:00:00,000",,1084,101,1084,"Frederikssundsvej 152, 2700 Denmark",55.704659,12.500087,1937-01-01,,1937,2025,2008,POINT (12.500087 55.704659),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
384,090,København Nørrebro,6,Nørrebrogade 8,2200,01-01-1843 00:00,,1084,101,1084,"Nørrebrogade 8, 2200 Denmark",55.687462,12.56233,1843-01-01,,1843,2025,2008,POINT (12.56233 55.687462),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
389,134,København Sct. Stefa,13,Nørrebrogade 140,2200,01-01-1881 00:00,,1084,101,1084,"Nørrebrogade 140, 2200 Denmark",55.694695,12.548836,1881-01-01,,1881,2025,2008,POINT (12.548836 55.694695),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
392,183,København Steno Apot,6,Vesterbrogade 6 C,1620,"01Jan1900 0:00:00,000",,1084,101,1084,"Vesterbrogade 6 C, 1620 Denmark",55.6726557,12.550866,1900-01-01,,1900,2025,2008,POINT (12.550866 55.6726557),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
397,332,København Sydhavnsap,13,Borgbjergsvej 15,2450,"01Jan1933 0:00:00,000",,1084,101,1084,"Borgbjergsvej 15, 2450 Denmark",55.651462,12.537598,1933-01-01,,1933,2025,2008,POINT (12.537598 55.651462),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
399,199,København Sønderbro,6,Amagerbrogade 158,2300,"01Jan1902 0:00:00,000",,1084,101,1084,"Amagerbrogade 158, 2300 Denmark",55.654731,12.610199,1902-01-01,,1902,2025,2008,POINT (12.610199 55.654731),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
400,318,København Trekroner,6,Vigerslev Allé 38,2500,"01Jan1925 0:00:00,000",,1084,101,1084,"Vigerslev Allé 38, 2500 Denmark",55.661884,12.518641,1925-01-01,,1925,2025,2008,POINT (12.518641 55.661884),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
401,031,København Vaisenhus,13,Landemærket 3-5,1119,01-01-1753 00:00,,1084,101,1084,"Landemærket 3-5, 1119 Denmark",55.6827864,12.5776629,1753-01-01,,1753,2025,2008,POINT (12.5776629 55.6827864),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
402,197,København Valby Apot,6,Valby Langgade 49,2500,"01Jan1902 0:00:00,000",,1084,101,1084,"Valby Langgade 49, 2500 Denmark",55.666526,12.516945,1902-01-01,,1902,2025,2008,POINT (12.516945 55.666526),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
406,202,København Øresunds,6,Østerbrogade 151,2100,"01Jan1902 0:00:00,000",,1084,101,1084,"Østerbrogade 151, 2100 Denmark",55.714092,12.577286,1902-01-01,,1902,2025,2008,POINT (12.577286 55.714092),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
408,320,København Østerbro,13,Østerbrogade 101,2100,"01Jan1929 0:00:00,000",,1084,101,1084,"Østerbrogade 101, 2100 Denmark",55.709432,12.577196,1929-01-01,,1929,2025,2008,POINT (12.577196 55.709432),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
700,343,Vanløse Løve Apotek,6,"Vanløse Torv 1, st. 123",2720,"01Jan1937 0:00:00,000",,1084,101,1084,"Vanløse Torv 1, st. 123, 2720 Denmark",55.708988,12.583695,1937-01-01,,1937,2025,2008,POINT (12.583695 55.708988),2009,34303715.463,11329827.385,35.87,0.1043414715,0.1738974041,178929.41201,0.5301180986,0.7077317132,0.7856002982
147,111,Frederiksberg Apotek,6,Gammel Kongevej 162,1850,01-01-1867 00:00,,1084,147,1084,"Gammel Kongevej 162, 1850 Denmark",55.6760515,12.5432969,1867-01-01,,1867,2025,2008,POINT (12.5432969 55.6760515),2009,34306578.75,11315831.13,39.31,0.1601149734,0.1696271635,199948.40267,0.5256158913,0.7459370023,0.8419687776
149,184,Frederiksberg Apoteke,6,Godthåbsvej 4,2000,"12Nov1901 0:00:00,000",,1084,147,1084,"Godthåbsvej 4, 2000 Denmark",55.685538,12.538161,1901-11-12,,1901,2025,2008,POINT (12.538161 55.685538),2009,34306578.75,11315831.13,39.31,0.1601149734,0.1696271635,199948.40267,0.5256158913,0.7459370023,0.8419687776
150,327,Frederiksberg Dalgas,6,Dalgas Boulevard 91,2000,01.03.1994,,1084,147,1084,"Dalgas Boulevard 91, 2000 Denmark",55.681633,12.510563,1994-01-03,,1994,2025,2008,POINT (12.510563 55.681633),2009,34306578.75,11315831.13,39.31,0.1601149734,0.1696271635,199948.40267,0.5256158913,0.7459370023,0.8419687776
152,262,Frederiksberg Gl. Kon,13,Gammel Kongevej 76,1850,"01Jan1916 0:00:00,000",,1084,147,1084,"Gammel Kongevej 76, 1850 Denmark",55.674336,12.551359,1916-01-01,,1916,2025,2008,POINT (12.551359 55.674336),2009,34306578.75,11315831.13,39.31,0.1601149734,0.1696271635,199948.40267,0.5256158913,0.7459370023,0.8419687776
154,185,Frederiksberg Smalleg,6,Smallegade 46,2000,"01Jan1900 0:00:00,000",,1084,147,1084,"Smallegade 46, 2000 Denmark",55.679679,12.523739,1900-01-01,,1900,2025,2008,POINT (12.523739 55.679679),2009,34306578.75,11315831.13,39.31,0.1601149734,0.1696271635,199948.40267,0.5256158913,0.7459370023,0.8419687776
59,225,Ballerup Apotek,6,Centrumgaden 24-26,2750,"01Jan1907 0:00:00,000",,1084,151,1084,"Centrumgaden 24-26, 2750 Denmark",55.7281229,12.3598013,1907-01-01,,1907,2025,2008,POINT (12.3598013 55.7281229),2009,31459238.4,10395709.36,40.18,0.1857004953,0.2265382355,167646.49204,0.4693062648,0.7411138499,0.8736523548
467,225-1,Maaløv Apotek,7,Stationsvej 7,2760,01.04.2000,,1084,151,1084,"Stationsvej 7, 2760 Denmark",55.748557,12.318699,2000-01-04,,2000,2025,2008,POINT (12.318699 55.748557),2009,31459238.4,10395709.36,40.18,0.1857004953,0.2265382355,167646.49204,0.4693062648,0.7411138499,0.8736523548
595,360,Skovlunde Apotek,6,Torvestrædet 2,2740,"01Jan1966 0:00:00,000",,1084,151,1084,"Torvestrædet 2, 2740 Denmark",55.8697314,12.3554134,1966-01-01,,1966,2025,2008,POINT (12.3554134 55.8697314),2009,31459238.4,10395709.36,40.18,0.1857004953,0.2265382355,167646.49204,0.4693062648,0.7411138499,0.8736523548
90,355-1,Brøndby Strand Apote,7,Brøndby Strand Centrum 16,2660,01.01.1992,,1084,153,1084,"Brøndby Strand Centrum 16, 2660 Denmark",55.621545,12.42262,1992-01-01,,1992,2025,2008,POINT (12.42262 55.621545),2009,,,40.59,0.1793164669,0.2177245155,153646.54712,0.457342035,0.7053128225,0.7479976268
92,354,Brøndbyøster Apotek,6,Nygårds Plads 29A,2605,"01Jan1957 0:00:00,000",,1084,153,1084,"Nygårds Plads 29A, 2605 Denmark",55.667523,12.437595,1957-01-01,,1957,2025,2008,POINT (12.437595 55.667523),2009,,,40.59,0.1793164669,0.2177245155,153646.54712,0.457342035,0.7053128225,0.7479976268
109,350-1,Dragør Apotek,7,Maglebytorv 18,2791,"01Sep2006 0:00:00,000",,1084,155,1084,"Maglebytorv 18, 2791 Denmark",55.59519,12.660578,2006-09-01,,2006,2025,2008,POINT (12.660578 55.59519),2009,,,42.51,0.2022264819,0.2320112061,200677.62231,0.4988560041,0.802739726,0.9350505572
102,159,Charlottenlund Apotek,6,"Lindegårdsvej 51, st",2920,01-01-1894 00:00,,1084,157,1084,"Lindegårdsvej 51, st, 2920 Denmark",55.75463,12.569751,1894-01-01,,1894,2025,2008,POINT (12.569751 55.75463),2009,34199764.162,11133553.44,40.69,0.1751815572,0.2347998649,256090.80457,0.5064383136,0.7832037325,0.882684325
165,215,Gentofte Apotek,13,Gentoftegade 35,2820,"01Jan1904 0:00:00,000",,1084,157,1084,"Gentoftegade 35, 2820 Denmark",55.747369,12.541228,1904-01-01,,1904,2025,2008,POINT (12.541228 55.747369),2009,34199764.162,11133553.44,40.69,0.1751815572,0.2347998649,256090.80457,0.5064383136,0.7832037325,0.882684325
220,182,Hellerup Apotek,13,Strandvejen 165,2900,"01Jan1900 0:00:00,000",,1084,157,1084,"Strandvejen 165, 2900 Denmark",55.732495,12.575353,1900-01-01,,1900,2025,2008,POINT (12.575353 55.732495),2009,34199764.162,11133553.44,40.69,0.1751815572,0.2347998649,256090.80457,0.5064383136,0.7832037325,0.882684325
523,325,Ordrup Apotek,6,Ordrupvej 80,2920,"01Jan1930 0:00:00,000",,1084,157,1084,"Ordrupvej 80, 2920 Denmark",55.761535,12.574219,1930-01-01,,1930,2025,2008,POINT (12.574219 55.761535),2009,34199764.162,11133553.44,40.69,0.1751815572,0.2347998649,256090.80457,0.5064383136,0.7832037325,0.882684325
58,353,Bagsværd Apotek,6,Bagsværd Torv 6,2880,"01Jan1956 0:00:00,000",,1084,159,1084,"Bagsværd Torv 6, 2880 Denmark",55.76157,12.452301,1956-01-01,,1956,2025,2008,POINT (12.452301 55.76157),2009,42720684.8,13950286.63,39.24,0.1597142055,0.2298680228,180820.66739,0.4996323472,0.7623886557,0.8570378135
98,358,Buddinge Apotek,13,Søborg Hovedgade 201,2860,"01Jan1961 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 201, 2860 Denmark",55.741866,12.497438,1961-01-01,,1961,2025,2008,POINT (12.497438 55.741866),2009,42720684.8,13950286.63,39.24,0.1597142055,0.2298680228,180820.66739,0.4996323472,0.7623886557,0.8570378135
646,312,Søborg Apotek,6,Søborg Hovedgade 86,2860,"01Jan1925 0:00:00,000",,1084,159,1084,"Søborg Hovedgade 86, 2860 Denmark",55.734786,12.513729,1925-01-01,,1925,2025,2008,POINT (12.513729 55.734786),2009,42720684.8,13950286.63,39.24,0.1597142055,0.2298680228,180820.66739,0.4996323472,0.7623886557,0.8570378135
174,109,Glostrup Apotek,6,Hovedvejen 101,2600,01-01-1863 00:00,,1084,161,1084,"Hovedvejen 101, 2600 Denmark",55.665658,12.396538,1863-01-01,,1863,2025,2008,POINT (12.396538 55.665658),2009,,,40.68,0.1806442524,0.2020567243,178277.01285,0.5077031802,0.7704930545,0.8681272085
229,351,Herlev Apotek,6,Herlev Torv 13,2730,"01Jan1951 0:00:00,000",,1084,163,1084,"Herlev Torv 13, 2730 Denmark",55.724141,12.438964,1951-01-01,,1951,2025,2008,POINT (12.438964 55.724141),2009,,,40.74,0.1816162073,0.2203645127,169000.74236,0.4936064275,0.7658032394,0.8548149825
0,359,Albertslund Apotek,6,Bytorvet 5,2620,"01Jan1966 0:00:00,000",,1084,165,1084,"Bytorvet 5, 2620 Denmark",55.656514,12.353695,1966-01-01,,1966,2025,2008,POINT (12.353695 55.656514),2009,,,37.33,0.1363865849,0.2395961053,156234.35254,0.4739696312,0.7050717925,0.7414316703
159,355,Friheden Apotek,6,Strandmarksvej 20,2650,"01Jan1958 0:00:00,000",,1084,167,1084,"Strandmarksvej 20, 2650 Denmark",55.626891,12.484661,1958-01-01,,1958,2025,2008,POINT (12.484661 55.626891),2009,,,39.49,0.1649103049,0.2227093556,170092.81671,0.4985289969,0.7633733355,0.8551968726
280,348,Hvidovre Apotek,6,Hvidovrevej 178,2650,"01Jan1950 0:00:00,000",,1084,167,1084,"Hvidovrevej 178, 2650 Denmark",55.65347,12.474295,1950-01-01,,1950,2025,2008,POINT (12.474295 55.65347),2009,,,39.49,0.1649103049,0.2227093556,170092.81671,0.4985289969,0.7633733355,0.8551968726
218,252-1,Hedehusene Apotek,7,Hovedgaden 421,2640,01.01.1992,,1084,169,1084,"Hovedgaden 421, 2640 Denmark",55.649489,12.200141,1992-01-01,,1992,2025,2008,POINT (12.200141 55.649489),2009,,,38.23,0.1438402148,0.2371181605,172221.43302,0.4938920544,0.7407872413,0.7956729253
682,252,Taastrup Apotek,6,Taastrup Hovedgade 60,2630,"01Jan1908 0:00:00,000",,1084,169,1084,"Taastrup Hovedgade 60, 2630 Denmark",55.65025,12.301525,1908-01-01,,1908,2025,2008,POINT (12.301525 55.65025),2009,,,38.23,0.1438402148,0.2371181605,172221.43302,0.4938920544,0.7407872413,0.7956729253
430,342,Lyngby Løve Apotek,6,Jernbanepladsen 43,2800,11.04.1979,,1084,173,1084,"Jernbanepladsen 43, 2800 Denmark",55.768562,12.503108,1979-11-04,,1979,2025,2008,POINT (12.503108 55.768562),2009,35049291.7,11399762.98,41.44,0.191339472,0.2123207688,207524.1106,0.4967040148,0.7740145797,0.8897430477
432,059,Lyngby Svane Apotek,6,Lyngby Hovedgade 27,2800,01-01-1806 00:00,,1084,173,1084,"Lyngby Hovedgade 27, 2800 Denmark",55.771531,12.502527,1806-01-01,,1806,2025,2008,POINT (12.502527 55.771531),2009,35049291.7,11399762.98,41.44,0.191339472,0.2123207688,207524.1106,0.4967040148,0.7740145797,0.8897430477
734,349,Virum Apotek,13,Frederiksdalsvej 73,2830,"01Jan1950 0:00:00,000",,1084,173,1084,"Frederiksdalsvej 73, 2830 Denmark",55.795311,12.473014,1950-01-01,,1950,2025,2008,POINT (12.473014 55.795311),2009,35049291.7,11399762.98,41.44,0.191339472,0.2123207688,207524.1106,0.4967040148,0.7740145797,0.8897430477
562,339,Rødovre Apotek,6,"Rødovre Centrum 1C, st. 124",2610,"01Jan1937 0:00:00,000",,1084,175,1084,"Rødovre Centrum 1C, st. 124, 2610 Denmark",55.711942,12.547045,1937-01-01,,1937,2025,2008,POINT (12.547045 55.711942),2009,,,40.75,0.1869290426,0.2155217619,167825.70269,0.4896769022,0.7645155325,0.857936486
302,365-1,Ishøj Apotek,7,"Ishøj Nørregade 12, Ishøj Byce",2635,01.01.1991,,1084,183,1084,"Ishøj Nørregade 12, Ishøj Bycenter, 2635 Den",55.6154,12.3518,1991-01-01,,1991,2025,2008,POINT (12.3518 55.6154),2009,,,37.12,0.1226341842,0.2405124721,156563.20807,0.4768144179,0.6997325182,0.6805163176
322,350,Kastrup Apotek,6,Skottegården 2,2770,"01Jan1950 0:00:00,000",,1084,185,1084,"Skottegården 2, 2770 Denmark",55.6377,12.635151,1950-01-01,,1950,2025,2008,POINT (12.635151 55.6377),2009,,,40.95,0.174974618,0.2202907164,175698.99014,0.4995659399,0.7736251127,0.9025225091
679,323,Tårnby Apotek,6,Kamillevej 4,2770,"01Jan1929 0:00:00,000",,1084,185,1084,"Kamillevej 4, 2770 Denmark",55.632714,12.622263,1929-01-01,,1929,2025,2008,POINT (12.622263 55.632714),2009,,,40.95,0.174974618,0.2202907164,175698.99014,0.4995659399,0.7736251127,0.9025225091
696,359-1,Vallensbæk Apotek,7,Vallensbæk Stationstorv 60,2665,01.01.1992,01-APR-2020,1084,187,1084,"Vallensbæk Stationstorv 60, 2665 Denmark",55.62323,12.388825,1992-01-01,2020-04-01,1992,2020,2008,POINT (12.388825 55.62323),2009,,,38.88,0.15500178,0.2437878248,194613.94969,0.5261617532,0.8082078045,0.8356056821
134,278,Farum Apotek,6,Farum Bytorv 69,3520,01-01-1885 00:00,,1084,190,1084,"Farum Bytorv 69, 3520 Denmark",55.814654,12.381689,1885-01-01,,1885,2025,2008,POINT (12.381689 55.814654),2009,,,40.31,0.1784630676,0.2562251517,209022.37909,0.4967637116,0.7990273275,0.8808731427
744,362,Værløse Apotek,6,Bymidten 13,3500,"01Jan1967 0:00:00,000",,1084,190,1084,"Bymidten 13, 3500 Denmark",55.784539,12.373718,1967-01-01,,1967,2025,2008,POINT (12.373718 55.784539),2009,,,40.31,0.1784630676,0.2562251517,209022.37909,0.4967637116,0.7990273275,0.8808731427
2,346-1,Allerød Apotek,7,Allerød Stationsvej 9,3450,07.03.2008,,1084,201,1084,"Allerød Stationsvej 9, 3450 Denmark",55.871124,12.355782,2008-07-03,,2008,2025,2008,POINT (12.355782 55.871124),2009,,,39.28,0.1604881896,0.2689609365,212992.03241,0.5216903049,0.8351304094,0.9358233166
144,154-2,Fredensborg Apotek,7,Jernbanegade 3,3480,01.01.1992,,1084,210,1084,"Jernbanegade 3, 3480 Denmark",55.979023,12.398907,1992-01-01,,1992,2025,2008,POINT (12.398907 55.979023),2009,26874558.1,8750117.58,40.41,0.1631315964,0.2443277418,195361.01132,0.4994636563,0.7706951503,0.8681105379
